adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,8.,"tensor([[-3.2610,  3.1919, -4.4097,  2.6092]])",middle4088.txt,2023-01-23 21:14:14.768977
race,bert-base-uncased,base,Black.,"tensor([[ 5.9024,  0.9178, -8.0913,  0.3230]])",middle4088.txt,2023-01-23 21:14:15.828419
race,bert-base-uncased,base,Two.,"tensor([[-2.8469, -3.0843, -4.0044, -3.0986]])",middle4088.txt,2023-01-23 21:14:16.872816
race,bert-base-uncased,base,Dave has a dictionary.,"tensor([[-5.4079, -4.0160, -4.4590,  0.6639]])",middle4088.txt,2023-01-23 21:14:17.891610
race,bert-base-uncased,base,he wanted his master to choose him as a pet,"tensor([[ 0.6118, -8.8916, -3.4742, -7.8115]])",middle6394.txt,2023-01-23 21:14:20.007785
race,bert-base-uncased,base,ran into the room,"tensor([[-5.4990, -0.5582, -1.1819, -7.9008]])",middle6394.txt,2023-01-23 21:14:22.303903
race,bert-base-uncased,base,foolish,"tensor([[-6.7284, -7.9829, -8.0924, -1.6822]])",middle6394.txt,2023-01-23 21:14:24.668775
race,bert-base-uncased,base,helping others,"tensor([[ -9.0645,  -3.0125, -10.8374,  -6.5810]])",middle4394.txt,2023-01-23 21:14:26.968348
race,bert-base-uncased,base,thank Becky's kindness for Jessica,"tensor([[-4.9786, -9.0735, -7.7287,  2.9089]])",middle4394.txt,2023-01-23 21:14:29.223245
race,bert-base-uncased,base,lost the race,"tensor([[-5.8618,  0.4031,  2.7133,  2.8181]])",middle4394.txt,2023-01-23 21:14:32.804642
race,bert-base-uncased,base,"She gets an ""A""","tensor([[  9.3209, -10.3685, -10.9116,  -9.4132]])",middle4394.txt,2023-01-23 21:14:36.752931
race,bert-base-uncased,base,after they had been in the train for a little while,"tensor([[-2.5245, -1.7475, -6.0009,  1.8991]])",middle1155.txt,2023-01-23 21:14:39.501714
race,bert-base-uncased,base,"Michael and Derek are good friends, but they sometimes fight each other.","tensor([[-7.4136, -1.4083, -1.5871, -2.2155]])",middle1155.txt,2023-01-23 21:14:42.164467
race,bert-base-uncased,base,remained perfectly still,"tensor([[ 3.6294,  9.1290,  0.3988, -1.5595]])",middle1155.txt,2023-01-23 21:14:44.515356
race,bert-base-uncased,base,they like to make fun of each other in a playful way,"tensor([[ 7.1632, -4.3466,  0.0395, -3.6589]])",middle1155.txt,2023-01-23 21:14:46.941199
race,bert-base-uncased,base,teacher,"tensor([[-10.5401,  -5.5043, -10.7380,  -8.6049]])",middle6552.txt,2023-01-23 21:14:49.423331
race,bert-base-uncased,base,don't have their best friends around,"tensor([[-3.3011, -6.7472,  5.3280, -6.6231]])",middle6552.txt,2023-01-23 21:14:51.971624
race,bert-base-uncased,base,To talk about the influence of school bullying.,"tensor([[-4.3725, -0.7268, -2.7220, -9.2925]])",middle7673.txt,2023-01-23 21:14:54.853417
race,bert-base-uncased,base,47.,"tensor([[ 1.5323, -1.9710, -4.7607, -0.8506]])",middle7673.txt,2023-01-23 21:14:57.650084
race,bert-base-uncased,base,A student plays games with another student.,"tensor([[0.5074, 2.3275, 2.4313, 3.9874]])",middle7673.txt,2023-01-23 21:15:00.516867
race,bert-base-uncased,base,Kids themselves.,"tensor([[  1.8534, -10.2503,  -0.8302,  -7.0439]])",middle7673.txt,2023-01-23 21:15:03.262184
race,bert-base-uncased,base,On a summer afternoon,"tensor([[-9.1696, -3.1884, -1.9722, -9.1149]])",middle5450.txt,2023-01-23 21:15:05.478345
race,bert-base-uncased,base,Because it was too heavy,"tensor([[-4.1150, 13.6259, -1.8864,  2.9664]])",middle5450.txt,2023-01-23 21:15:07.914012
race,bert-base-uncased,base,His son,"tensor([[ -5.2584, -10.1886,  -9.8647, -10.4742]])",middle5450.txt,2023-01-23 21:15:10.203030
race,bert-base-uncased,base,the writer will do something good more in the rest of his life,"tensor([[-3.7802, -4.7697, -2.4481,  9.1089]])",middle5450.txt,2023-01-23 21:15:12.573791
race,bert-base-uncased,base,My Son`s Lucky Day,"tensor([[-11.0233, -10.9864,   3.9137,  -0.2482]])",middle5450.txt,2023-01-23 21:15:14.983221
race,bert-base-uncased,base,France,"tensor([[-10.9877,  10.2997, -10.7370, -10.8881]])",middle4520.txt,2023-01-23 21:15:17.354810
race,bert-base-uncased,base,8,"tensor([[-0.7727, -0.4507,  6.1732, -2.3206]])",middle4520.txt,2023-01-23 21:15:19.649788
race,bert-base-uncased,base,Because the sea water was polluted.,"tensor([[-6.7216, -7.7125, -8.8612, -1.7106]])",middle4520.txt,2023-01-23 21:15:21.751921
race,bert-base-uncased,base,Jacques Cousteau and the Scuba Machine,"tensor([[  8.3053,  -0.5092, -10.5545,  -2.3548]])",middle4520.txt,2023-01-23 21:15:23.356936
race,bert-base-uncased,base,the United States,"tensor([[  6.9697,  -8.6736, -10.0615,  -9.6100]])",middle4307.txt,2023-01-23 21:15:24.611732
race,bert-base-uncased,base,"4,000","tensor([[-3.0694,  7.7851, -3.8026, -1.7611]])",middle4307.txt,2023-01-23 21:15:25.786605
race,bert-base-uncased,base,the Pyramids,"tensor([[-6.1129, -6.0884, -7.4988, -2.2815]])",middle4307.txt,2023-01-23 21:15:27.079921
race,bert-base-uncased,base,19,"tensor([[-3.3318, -3.5506, -3.1090, -2.3127]])",middle4715.txt,2023-01-23 21:15:29.008528
race,bert-base-uncased,base,fail in exams,"tensor([[-9.2101, -8.9343,  2.9734, -2.3416]])",middle4715.txt,2023-01-23 21:15:30.980468
race,bert-base-uncased,base,they are with an adult,"tensor([[2.2242, 1.2161, 2.5023, 0.7398]])",middle4715.txt,2023-01-23 21:15:33.168298
race,bert-base-uncased,base,There are more boy truants than girl truants.,"tensor([[-1.3570, -6.6514, -9.4780, -0.3853]])",middle4715.txt,2023-01-23 21:15:35.313276
race,bert-base-uncased,base,tell the truth,"tensor([[-3.2122, -5.5555, -6.6254, -5.5259]])",middle6939.txt,2023-01-23 21:15:37.536344
race,bert-base-uncased,base,People who tell white lies want to be kind.,"tensor([[-2.9173, -3.2875, -7.4136,  5.9248]])",middle6939.txt,2023-01-23 21:15:39.665323
race,bert-base-uncased,base,You don't think his first drawing is great but you say it is.,"tensor([[-4.3641, -5.5583,  2.5476, -0.4072]])",middle6939.txt,2023-01-23 21:15:42.001305
race,bert-base-uncased,base,doctor,"tensor([[ -2.7357,  -8.2354,  -8.2070, -10.9308]])",middle5226.txt,2023-01-23 21:15:45.132804
race,bert-base-uncased,base,sat beside his wife's body without knowing what to do,"tensor([[-6.2919, -3.9960, -1.4331,  6.1028]])",middle5226.txt,2023-01-23 21:15:48.473828
race,bert-base-uncased,base,Payne could remember clearly what had happened.,"tensor([[-2.9089,  4.1947, -0.6156, -4.9817]])",middle5226.txt,2023-01-23 21:15:51.975431
race,bert-base-uncased,base,make people believe the man in the road probably killed his wife,"tensor([[-2.8626, -1.6838, -1.7054,  1.4201]])",middle5226.txt,2023-01-23 21:15:55.194802
race,bert-base-uncased,base,the highest point,"tensor([[-4.2337,  0.4017,  1.7525,  5.5959]])",middle97.txt,2023-01-23 21:15:56.585832
race,bert-base-uncased,base,before 11:30 p. m.,"tensor([[-4.1400, -1.5624, -5.4692, -5.2916]])",middle97.txt,2023-01-23 21:15:58.086987
race,bert-base-uncased,base,Mary's family,"tensor([[-0.1844, 11.9631,  0.3025, -6.4846]])",middle7729.txt,2023-01-23 21:15:59.340199
race,bert-base-uncased,base,Mary's fathers,"tensor([[-2.2834, -4.5792, -0.2996,  1.3160]])",middle7729.txt,2023-01-23 21:16:00.611777
race,bert-base-uncased,base,Mary's mother and father are not at work,"tensor([[-5.7119, -7.2167, -6.0258, -4.4240]])",middle7729.txt,2023-01-23 21:16:01.759538
race,bert-base-uncased,base,12,"tensor([[-1.8441,  0.1514, -3.4009, -3.8395]])",middle2047.txt,2023-01-23 21:16:03.051267
race,bert-base-uncased,base,45,"tensor([[-3.3121, -4.1329, -1.4443, -1.3044]])",middle2047.txt,2023-01-23 21:16:04.268530
race,bert-base-uncased,base,didn't say any word about medicine,"tensor([[-9.6049, -9.0136, -1.7302, -8.9566]])",middle1187.txt,2023-01-23 21:16:07.368819
race,bert-base-uncased,base,was old,"tensor([[-5.5889, -3.5136, -2.3195, -6.9030]])",middle1187.txt,2023-01-23 21:16:10.430969
race,bert-base-uncased,base,Old John smoked less than  before,"tensor([[-5.3908, -2.8433, -3.4348, -4.4922]])",middle1187.txt,2023-01-23 21:16:12.364372
race,bert-base-uncased,base,younger,"tensor([[-3.2997, -4.7643, -1.4112, -1.8133]])",middle1187.txt,2023-01-23 21:16:14.171563
race,bert-base-uncased,base,Old John is ill,"tensor([[-6.2571, -6.0249, -6.6755, -8.5915]])",middle1187.txt,2023-01-23 21:16:15.912704
race,bert-base-uncased,base,his head and teeth,"tensor([[2.6230, 5.1777, 3.8586, 7.0955]])",middle7209.txt,2023-01-23 21:16:17.937789
race,bert-base-uncased,base,food,"tensor([[-5.3358, -5.0837, 12.6519, -6.8533]])",middle7209.txt,2023-01-23 21:16:20.030677
race,bert-base-uncased,base,a leg,"tensor([[-5.8299, -4.3840, -7.7019,  2.8315]])",middle7209.txt,2023-01-23 21:16:22.165329
race,bert-base-uncased,base,in the bottom of the cup,"tensor([[ 7.5779, -3.1340, -4.7280, -2.9080]])",middle7209.txt,2023-01-23 21:16:24.488771
race,bert-base-uncased,base,strong,"tensor([[-6.5196,  6.8256, -9.0728, -6.9736]])",middle7209.txt,2023-01-23 21:16:26.805712
race,bert-base-uncased,base,Because they see cows as holy animals.,"tensor([[ -8.3695, -10.2554,  14.2658, -10.1027]])",middle641.txt,2023-01-23 21:16:29.532497
race,bert-base-uncased,base,Both of the above,"tensor([[ 4.7832,  9.0044, 12.5421, -2.7047]])",middle641.txt,2023-01-23 21:16:31.922382
race,bert-base-uncased,base,can help children learn a lot,"tensor([[-0.0967, -2.9979, -9.6289,  6.2253]])",middle6749.txt,2023-01-23 21:16:34.316600
race,bert-base-uncased,base,introduce the summer camp to people,"tensor([[10.8328, -8.7979, -9.8080,  4.0055]])",middle6749.txt,2023-01-23 21:16:36.699703
race,bert-base-uncased,base,He goes to play the piano for 6 hours.,"tensor([[-10.1015,  -7.6894,  -4.8117, -10.6427]])",middle7433.txt,2023-01-23 21:16:39.338324
race,bert-base-uncased,base,800 yuan,"tensor([[-6.1077, -4.4439, -4.8508, -6.4012]])",middle7433.txt,2023-01-23 21:16:41.869917
race,bert-base-uncased,base,9 a.m.,"tensor([[-2.2545, -2.4636, -2.8382, -2.9932]])",middle7433.txt,2023-01-23 21:16:44.323484
race,bert-base-uncased,base,Early in the 1900s.,"tensor([[ 1.0056,  4.8784, -2.4306,  4.2432]])",middle3409.txt,2023-01-23 21:16:46.296002
race,bert-base-uncased,base,it is like chess playing in the way of thinking,"tensor([[-2.7243, -9.8207, -2.4096, -9.9738]])",middle3409.txt,2023-01-23 21:16:48.435954
race,bert-base-uncased,base,"Rock climbing is a kind of indoor and outdoor activity,","tensor([[ 3.3116, -8.1228, -3.5224,  0.7973]])",middle3409.txt,2023-01-23 21:16:50.610413
race,bert-base-uncased,base,Ways to protect yourself in earthquakes,"tensor([[13.3554, 15.2374, 15.2622,  5.9461]])",middle3052.txt,2023-01-23 21:16:53.368142
race,bert-base-uncased,base,Your neck and arms,"tensor([[4.8811, 5.4203, 6.1723, 0.7539]])",middle3052.txt,2023-01-23 21:16:55.745826
race,bert-base-uncased,base,keeping calm is very important during the earthquake,"tensor([[ 6.9321, -5.9293, -9.0502, -6.1092]])",middle3052.txt,2023-01-23 21:16:58.006442
race,bert-base-uncased,base,Five,"tensor([[-0.4141, -3.2249, -5.4466, -4.4535]])",middle5366.txt,2023-01-23 21:17:00.283294
race,bert-base-uncased,base,Stepping into the wonders of the wildlife,"tensor([[-6.8152, -0.8551, -5.0467,  3.5534]])",middle5366.txt,2023-01-23 21:17:02.535633
race,bert-base-uncased,base,his wonderful trip to the Grand Canyon,"tensor([[-8.5706, -0.3142,  0.8825, -9.5598]])",middle5366.txt,2023-01-23 21:17:04.912361
race,bert-base-uncased,base,He felt hurt but pretended to be calm.,"tensor([[-2.0348,  4.5271,  5.2307,  3.6926]])",middle4576.txt,2023-01-23 21:17:07.987090
race,bert-base-uncased,base,surprised,"tensor([[-7.4254, -0.4669, -6.3124, -5.8082]])",middle4576.txt,2023-01-23 21:17:10.737233
race,bert-base-uncased,base,To light on some candles.,"tensor([[-4.4120, -7.2897, -5.6379, -7.8606]])",middle4576.txt,2023-01-23 21:17:13.223121
race,bert-base-uncased,base,Smiling is the best way to push back others' bad behavior.,"tensor([[-5.3476, -3.0437, -2.5544, -1.7502]])",middle4576.txt,2023-01-23 21:17:15.411595
race,bert-base-uncased,base,Because Anna doesn't want him to play with her toys.,"tensor([[14.1809, 10.0687,  1.9936, -9.4183]])",middle7196.txt,2023-01-23 21:17:16.587684
race,bert-base-uncased,base,They make some rules.,"tensor([[-10.9654,   5.6219, -10.3842,  -9.1212]])",middle7196.txt,2023-01-23 21:17:17.767410
race,bert-base-uncased,base,Six,"tensor([[-1.8099, -1.2546, -1.8849, -0.5134]])",middle7196.txt,2023-01-23 21:17:18.924567
race,bert-base-uncased,base,They clean the house.,"tensor([[-3.4817, -7.3878, -9.2906,  2.9166]])",middle7196.txt,2023-01-23 21:17:20.082996
race,bert-base-uncased,base,Rules are useful  to people.,"tensor([[-2.0190, -9.8956,  7.2859,  2.7631]])",middle7196.txt,2023-01-23 21:17:21.315539
race,bert-base-uncased,base,exercise,"tensor([[-10.5117,   8.7622,  -1.8238,  -8.3189]])",middle3753.txt,2023-01-23 21:17:22.831329
race,bert-base-uncased,base,Fishing.,"tensor([[ 4.1517, -8.6792, -8.3182, -7.1831]])",middle3753.txt,2023-01-23 21:17:24.397623
race,bert-base-uncased,base,healthy,"tensor([[  8.1564,  -6.5846,  -1.1800, -10.1684]])",middle3753.txt,2023-01-23 21:17:26.025363
race,bert-base-uncased,base,Twice a week,"tensor([[-3.6493,  5.8974, -3.7250, -3.6090]])",middle3753.txt,2023-01-23 21:17:27.817525
race,bert-base-uncased,base,"Clever, helpful and hard-working.","tensor([[ 4.3324, -5.4294, -0.8001,  1.2255]])",middle886.txt,2023-01-23 21:17:30.724759
race,bert-base-uncased,base,Louis found the way to kill the unusual germs in the wine by chance  .,"tensor([[-4.9912,  3.9751, -8.4784,  3.6326]])",middle886.txt,2023-01-23 21:17:33.737307
race,bert-base-uncased,base,How pasteurization was invented.,"tensor([[-8.7327, -9.3018, -5.1802, -9.1046]])",middle886.txt,2023-01-23 21:17:36.272861
race,bert-base-uncased,base,student,"tensor([[ -9.6786,  -2.6537, -10.4611,  -1.6468]])",middle1263.txt,2023-01-23 21:17:37.470081
race,bert-base-uncased,base,A and C,"tensor([[14.4579, -1.2512, 10.1162, 15.1392]])",middle1263.txt,2023-01-23 21:17:38.757282
race,bert-base-uncased,base,3,"tensor([[-2.8831, -2.2533, -2.2961, -2.6559]])",middle1263.txt,2023-01-23 21:17:40.064790
race,bert-base-uncased,base,He often has parties with his friends.,"tensor([[ 0.1230, 12.4748, 12.3376,  2.7877]])",middle1263.txt,2023-01-23 21:17:41.629399
race,bert-base-uncased,base,Because they don't think English is easy.,"tensor([[-10.7740, -10.8129,  -4.8427,   3.5779]])",middle849.txt,2023-01-23 21:17:44.326869
race,bert-base-uncased,base,interest,"tensor([[ 2.8988,  0.4125, -5.0086, -7.6024]])",middle849.txt,2023-01-23 21:17:47.100481
race,bert-base-uncased,base,I did well in the exam.,"tensor([[-4.2993, -8.2430, -7.0422,  1.4755]])",middle849.txt,2023-01-23 21:17:49.857510
race,bert-base-uncased,base,his teacher often teaches them nice English songs.,"tensor([[ -8.9816,  -9.6088,   0.3854, -10.3418]])",middle849.txt,2023-01-23 21:17:52.646292
race,bert-base-uncased,base,Writing to foreign friends,"tensor([[-7.2338,  2.6537, -5.0439, -3.4307]])",middle849.txt,2023-01-23 21:17:55.451781
race,bert-base-uncased,base,one night twenty years ago,"tensor([[ 1.3020, -1.1270, -5.6223, -5.9823]])",middle6921.txt,2023-01-23 21:17:58.388029
race,bert-base-uncased,base,she wanted to see some places for the last time,"tensor([[-8.4941, -7.1224, -2.7049, -8.6788]])",middle6921.txt,2023-01-23 21:18:01.338937
race,bert-base-uncased,base,He wanted to help her.,"tensor([[ -7.5723,  -8.0974, -10.3430,  -8.9774]])",middle6921.txt,2023-01-23 21:18:04.308252
race,bert-base-uncased,base,The old lady was the writer's relative.,"tensor([[-2.2407, -1.1980, -7.0956, -7.4420]])",middle6921.txt,2023-01-23 21:18:07.262782
race,bert-base-uncased,base,An act of kindness can bring people pleasure.,"tensor([[ 3.3508, -6.3992,  5.1582, 10.2653]])",middle6921.txt,2023-01-23 21:18:09.992078
race,bert-base-uncased,base,Because it is safe.,"tensor([[ -5.4427, -10.9660,  -7.2401,  -1.4539]])",middle7351.txt,2023-01-23 21:18:12.148941
race,bert-base-uncased,base,not all the public WiFi networks are safe,"tensor([[ 7.0109, -0.8292, -7.5409, -5.7567]])",middle7351.txt,2023-01-23 21:18:14.303349
race,bert-base-uncased,base,our passwords,"tensor([[-3.8550, -2.7019, -4.5563, -4.5601]])",middle7351.txt,2023-01-23 21:18:16.482477
race,bert-base-uncased,base,Why the Public WiFi Networks a Possible Danger,"tensor([[ -4.9917,   4.3990, -10.2424,  -9.8852]])",middle7351.txt,2023-01-23 21:18:18.636996
race,bert-base-uncased,base,The twins,"tensor([[ 4.4215, -6.5078, -4.5766, -1.9690]])",middle7497.txt,2023-01-23 21:18:20.911976
race,bert-base-uncased,base,get a pizza party later on,"tensor([[ 4.7682, -1.2984, -6.9078, -5.9147]])",middle7497.txt,2023-01-23 21:18:23.222117
race,bert-base-uncased,base,"At the beginning, they wanted to collect new and used gloves to help others.","tensor([[-3.1951,  3.3604, -6.1716, -8.5694]])",middle7497.txt,2023-01-23 21:18:25.177039
race,bert-base-uncased,base,People from northern Asia,"tensor([[  5.0559, -10.3001,  -9.6824,  -7.9036]])",middle940.txt,2023-01-23 21:18:26.395251
race,bert-base-uncased,base,northern Asia became very cold,"tensor([[-7.2555,  9.4930, -7.6168, -9.4323]])",middle940.txt,2023-01-23 21:18:27.725398
race,bert-base-uncased,base,northern Asia,"tensor([[-10.5673,  -5.2145, -10.1441,  -6.1634]])",middle940.txt,2023-01-23 21:18:29.031479
race,bert-base-uncased,base,by boat,"tensor([[  2.5907, -10.9813,  10.7277, -11.0801]])",middle940.txt,2023-01-23 21:18:30.364436
race,bert-base-uncased,base,didn't speak the same language,"tensor([[ -4.8966,  -5.3988, -10.0444,  -8.7369]])",middle940.txt,2023-01-23 21:18:33.774005
race,bert-base-uncased,base,find a better life,"tensor([[-7.2962, 13.3091, -8.9481, -9.8930]])",middle940.txt,2023-01-23 21:18:35.733519
race,bert-base-uncased,base,554376-1089,"tensor([[ 2.1498, -3.0622,  1.1403,  2.8608]])",middle4676.txt,2023-01-23 21:18:37.217012
race,bert-base-uncased,base,King,"tensor([[ 2.8230,  2.3967, -3.9536, -4.3494]])",middle4676.txt,2023-01-23 21:18:38.883025
race,bert-base-uncased,base,Mike's,"tensor([[-2.8902, -1.7047,  7.7099, -2.2512]])",middle4676.txt,2023-01-23 21:18:40.466592
race,bert-base-uncased,base,she is getting too fat,"tensor([[ 1.3797,  1.8981, -8.0811, -4.7365]])",middle3626.txt,2023-01-23 21:18:43.381319
race,bert-base-uncased,base,to be himself,"tensor([[ -8.3563,  -2.1913, -10.4525,  -9.6054]])",middle3626.txt,2023-01-23 21:18:46.188282
race,bert-base-uncased,base,some teenage problems and certain suggestions,"tensor([[-5.8972, -2.5274, -3.2725,  1.1867]])",middle3626.txt,2023-01-23 21:18:48.882412
race,bert-base-uncased,base,Let's fight the air pollution,"tensor([[-4.3964,  3.4028,  3.3469, -6.5858]])",middle2955.txt,2023-01-23 21:18:51.175525
race,bert-base-uncased,base,the English,"tensor([[-9.3054, -7.4487, -8.5348,  0.9770]])",middle1650.txt,2023-01-23 21:18:52.437299
race,bert-base-uncased,base,the different parts of motor cars were produced in different works,"tensor([[-1.8234, -5.8103, -3.7874,  4.9690]])",middle1650.txt,2023-01-23 21:18:53.777205
race,bert-base-uncased,base,the factories where modern cars are made,"tensor([[ 0.1971, -2.6805, -3.4350,  0.9237]])",middle1650.txt,2023-01-23 21:18:55.081777
